train_acc,train_nmi,val_acc,val_nmi,finetuning_train_loss,finetuning_val_loss,clustering_train_loss,clustering_val_loss
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,0.009817998856306076,0.0010192630579695106,0.8037334680557251,0.8197617530822754
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,0.0005076066008768976,0.00014180502330418676,0.7345765233039856,0.738413393497467
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,0.00027411061455495656,0.00017260752792935818,0.7667907476425171,0.7731854915618896
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,0.00012167877866886556,9.712532482808456e-05,0.7644680142402649,0.7725625038146973
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,9.252552990801632e-05,9.451557707507163e-05,0.7605692148208618,0.7696641683578491
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,9.525919449515641e-05,0.00010736128751887009,0.776026725769043,0.7826672792434692
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,7.820278551662341e-05,8.970680937636644e-05,0.7862494587898254,0.7950347065925598
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,7.982337410794571e-05,0.00011185820039827377,0.7842785716056824,0.7902143597602844
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,6.792910426156595e-05,8.63241875777021e-05,0.7846050262451172,0.7925237417221069
0.5447409733124019,0.1664188786759244,0.5581395348837209,0.18058848682078876,6.096730430726893e-05,8.141803118633106e-05,0.7770102024078369,0.7841774821281433
