train_loss,val_loss
0.0683758407831192,0.024855995550751686
0.01668880693614483,0.011436248198151588
0.010711492970585823,0.008970269933342934
0.009087873622775078,0.007860375568270683
0.008117231540381908,0.007531629875302315
0.007667079102247953,0.006817468907684088
0.007142750546336174,0.006490421015769243
0.006600332912057638,0.005890162196010351
0.005967696662992239,0.005310955923050642
0.00556785287335515,0.00499868206679821
0.00526191433891654,0.00487078633159399
0.005129586905241013,0.004711517598479986
0.004973222967237234,0.004573115613311529
0.0048554521054029465,0.004426564089953899
0.00470511382445693,0.004333108197897673
0.004673117771744728,0.004484021570533514
0.00463335495442152,0.0041786134243011475
0.0044410559348762035,0.004241227637976408
0.004419403150677681,0.004249766003340483
0.0043389140628278255,0.003999733831733465
0.00430481880903244,0.003959271591156721
0.004216743167489767,0.004113867413252592
0.004140427801758051,0.0038904142566025257
0.004118618555366993,0.0038201601710170507
0.004015076439827681,0.0038422495126724243
0.004009814467281103,0.0038187375757843256
0.003975973930209875,0.0037192553281784058
0.003909398335963488,0.0036815775092691183
0.003902993630617857,0.0036520054563879967
0.0037963162176311016,0.003590724430978298
0.0037534150760620832,0.0036194424610584974
0.0037192527670413256,0.003546735504642129
0.003692472819238901,0.0035227821208536625
0.0036893803626298904,0.003831383539363742
0.0038314948324114084,0.003479998791590333
0.003583149053156376,0.0035015479661524296
0.003598312381654978,0.0036698239855468273
0.0036411378532648087,0.0033589692320674658
0.003573901252821088,0.003376428736373782
0.003536661621183157,0.003340846160426736
0.0035182321444153786,0.0032889621797949076
0.003437789622694254,0.0032374965958297253
0.0034133680164813995,0.0032851845026016235
0.003750008996576071,0.0035300736781209707
0.003494387026876211,0.003222887637093663
0.0033851100597530603,0.003182143671438098
0.003372161416336894,0.003196865553036332
0.003345751902088523,0.0032269847579300404
0.0033546530175954103,0.0031442081090062857
0.0033194003626704216,0.003118756925687194
0.00329883536323905,0.0031586976256221533
0.0033066687174141407,0.0031294587533921003
0.003281275276094675,0.0030808805022388697
0.0032553039491176605,0.003084283322095871
0.0032578178215771914,0.003099340945482254
0.0032699790317565203,0.0031384057365357876
0.0032226145267486572,0.003039624774828553
0.0032029165886342525,0.0030988589860498905
0.0032050306908786297,0.0030991947278380394
0.0031934024300426245,0.0031444374471902847
0.0032660290598869324,0.0030849569011479616
0.0031886021606624126,0.0030936598777770996
0.0031990795396268368,0.0031988187693059444
0.0031822791788727045,0.003130858764052391
0.003174391109496355,0.0029864490497857332
0.0031274661887437105,0.0030504728201776743
0.0032064395491033792,0.0029726214706897736
0.003200707258656621,0.002940366743132472
0.0031073775608092546,0.0029479695949703455
0.003076161490753293,0.0031962189823389053
0.003310546511784196,0.0031890100799500942
0.003156905760988593,0.0030324740801006556
0.0031207690481096506,0.002912933472543955
0.0030563606414943933,0.0028912238776683807
0.0030351672321558,0.0029371248092502356
0.0030298789497464895,0.0029837959446012974
0.003100382164120674,0.002892476972192526
0.003026505932211876,0.00289685046300292
0.0030050307977944613,0.0028872285038232803
0.0030312531162053347,0.0028907395899295807
0.0029927524738013744,0.002878195606172085
0.0030258777551352978,0.002877489197999239
0.0030598663724958897,0.0028771439101547003
0.0030037378892302513,0.0030106971971690655
0.002979700220748782,0.0028309456538408995
0.002951034577563405,0.0028376441914588213
0.0029452273156493902,0.002838282147422433
0.0030168381053954363,0.003208376234397292
0.003081744769588113,0.0028105471283197403
0.0029703390318900347,0.0028483811765909195
0.00292348419316113,0.0028746125753968954
0.003019989700987935,0.002816058462485671
0.0029104312416166067,0.002825686940923333
0.0028920627664774656,0.002882095519453287
0.0029868159908801317,0.002836374333128333
0.002924810629338026,0.0027721631340682507
0.002887835493311286,0.0027448132168501616
0.0028841160237789154,0.0028491222765296698
0.0029191693756729364,0.0028517520986497402
0.002913073403760791,0.0028110237326472998
0.002886155853047967,0.002852167934179306
0.0029315538704395294,0.0028251498006284237
0.002932832110673189,0.002818385371938348
0.002914250362664461,0.0027377197984606028
0.0028349370695650578,0.0027570335660129786
0.002862192690372467,0.0027137540746480227
0.002867584815248847,0.002857775194570422
0.002925100503489375,0.0027263963129371405
0.0029048991855233908,0.0027727046981453896
0.002881297143176198,0.002701858524233103
0.002881398657336831,0.0028401347808539867
0.0028758058324456215,0.002840024186298251
0.0028815153054893017,0.0027475429233163595
0.0028328364714980125,0.00274855294264853
0.0028423138428479433,0.0027905467431992292
0.002939352998510003,0.003129645250737667
0.003096923464909196,0.002794913947582245
0.0028415084816515446,0.0027163492050021887
0.0027919220738112926,0.002719030948355794
0.002817177213728428,0.002704014303162694
0.0027905083261430264,0.002699232427403331
0.0027818125672638416,0.0026812718715518713
0.0027979835867881775,0.002731745131313801
0.002785411896184087,0.0026594186201691628
0.0027737389318645,0.0027563900221139193
0.0028365489561110735,0.002664466155692935
